title,console,genre,publisher,metacritic_review_count,metacritic_review_score,user_review_count,user_review_score,total_sales,release_year,publisher_rank,platform_release_count,total_sales_per_title
Agatha Christie: The ABC Murders,DS,Adventure,DreamCatcher Interactive,17,6.7,44,6.2,100000,2009,120,2,120000
The First Templar,X360,Adventure,Kalypso,21,5.2,34,6.3,100000,2011,160,2,180000
Cloudy With a Chance of Meatballs,PS3,Adventure,Ubisoft,12,6.2,12,6.8,100000,2009,4,4,490000
Terraria,PSV,Action-Adventure,505 Games,39,8.1,718,8.3,100000,2013,41,6,820000
Starlink: Battle for Atlas,PS4,Action-Adventure,Ubisoft,69,7.4,248,7.7,100000,2018,4,3,770000
Starlink: Battle for Atlas,XOne,Action-Adventure,Ubisoft,69,7.4,248,7.7,100000,2018,4,3,770000
Murdered: Soul Suspect,X360,Action-Adventure,Square Enix,60,5.9,513,6.8,100000,2014,18,4,740000
Resident Evil 4,PS4,Action-Adventure,Capcom,133,9.3,6128,8.8,100000,2016,11,2,150000
Troll and I,NS,Action,Maximum Games,12,3.9,41,4.0,100000,2017,141,3,150000
Astro Boy: The Video Game,DS,Action,D3 Publisher,17,4.8,4,4.0,100000,2009,34,4,360000
Romance of the Three Kingdoms XIII,PS4,Action,Tecmo Koei,22,6.7,41,6.9,100000,2016,40,2,150000
Tom Clancy's Splinter Cell: Chaos Theory,GC,Action,Ubisoft,70,9.4,301,8.6,100000,2005,4,5,2230000
Blades of Time,X360,Action,Konami Digital Entertainment,23,5.2,37,6.6,100000,2012,33,2,200000
The Godfather: Mob Wars,PSP,Action,Electronic Arts,34,5.9,13,7.5,100000,2006,2,1,100000
Marvel Super Hero Squad: The Infinity Gauntlet,3DS,Action,THQ,10,5.5,9,6.3,100000,2011,5,5,910000
Colin McRae Rally 04,XB,Action,Codemasters,33,8.4,12,8.3,100000,2004,30,1,100000
Pariah,XB,Action,Groove Games,52,7.0,5,7.4,100000,2005,323,1,100000
Tornado Outbreak,Wii,Action,Konami,15,6.9,4,7.5,100000,2009,8,3,270000
Mega Man Legacy Collection 2,PS4,Action,Capcom,39,7.1,36,6.8,100000,2017,11,2,120000
Predator: Concrete Jungle,XB,Action,VU Games,17,4.6,14,7.1,100000,2005,37,2,300000
MySims SkyHeroes,X360,Action,Electronic Arts,16,6.2,5,4.2,100000,2010,2,4,830000
Van Helsing,GBA,Action,VU Games,41,6.4,22,6.8,100000,2004,37,3,720000
Power Stone Collection,PSP,Action,Capcom,34,7.4,26,7.4,100000,2006,11,1,100000
Tom Clancy's HAWX 2,Wii,Action,Ubisoft,57,6.8,34,6.5,100000,2010,4,4,920000
X-Men: The Official Game,XB,Action,Activision,57,5.2,12,6.7,100000,2006,1,6,1010000
Minority Report: Everybody Runs,GC,Action,Activision,26,5.0,13,6.3,100000,2002,1,4,650000
Spider-Man: Web of Shadows,DS,Action,Activision,57,6.8,139,8.4,100000,2008,1,6,1240000
Blades of Time,PS3,Action,Konami Digital Entertainment,23,5.2,37,6.6,100000,2012,33,2,200000
Thor: God of Thunder,3DS,Action,Sega,40,3.8,30,5.5,100000,2011,9,5,670000
X-Men: Destiny,Wii,Action,Activision,51,4.7,78,4.9,100000,2011,1,4,640000
Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS3,Action,Activision,49,4.4,192,5.5,100000,2016,1,4,380000
Escape Dead Island,PS3,Action,Deep Silver,25,4.0,61,3.4,100000,2014,43,2,170000
Warriors All-Stars,PS4,Action,Tecmo Koei,38,7.0,33,6.4,100000,2017,40,2,150000
Hunter: The Reckoning,GC,Action,Interplay,28,7.9,10,6.4,100000,2002,79,2,480000
The Lord of the Rings: Conquest,DS,Action,Electronic Arts,58,5.5,75,6.7,100000,2009,2,4,1500000
Tom Clancy's Splinter Cell: Conviction,PC,Action,Ubisoft,90,8.5,410,7.6,100000,2010,4,2,2160000
Ninja Reflex,DS,Action,Electronic Arts,26,4.9,6,4.2,100000,2008,2,2,220000
Skylanders: Spyro's Adventure,PC,Action,Activision,35,7.8,98,6.4,100000,2011,1,5,5380000
Code Lyoko: Quest for Infinity,Wii,Action,Game Factory,15,5.8,10,7.0,100000,2007,107,2,130000
Minority Report: Everybody Runs,XB,Action,Activision,26,5.0,13,6.3,100000,2002,1,4,650000
Accel World vs. Sword Art Online: Millennium Twilight,PS4,Action,Namco Bandai Games,27,6.4,21,6.0,100000,2017,29,2,170000
Touch Detective,DS,Adventure,Atlus,25,6.0,6,6.8,100000,2006,32,1,100000
Resident Evil: Revelations 2,X360,Action,Capcom,30,7.5,674,7.6,100000,2015,11,5,1240000
Star Wars: Lethal Alliance,DS,Action,Ubisoft,31,6.1,12,6.3,100000,2006,4,2,230000
Beyond Good & Evil,XB,Adventure,Ubisoft,45,8.6,184,8.8,100000,2003,4,4,500000
Indigo Prophecy,XB,Adventure,Atari,51,8.4,82,8.0,100000,2005,16,3,270000
Attack on Titan 2,XOne,Action,Koei Tecmo,50,7.5,105,7.5,90000,2018,191,4,570000
Mystic Heroes,GC,Action,KOEI,13,6.7,9,5.7,90000,2002,42,2,150000
Bionicle,GBA,Action,THQ,7,5.2,32,6.0,90000,2003,5,1,90000
Jumper: Griffin's Story,Wii,Action,Brash Entertainment,16,2.9,15,2.5,90000,2008,168,3,220000
Lara Croft and the Temple of Osiris,PS4,Action,Square Enix,40,7.4,189,6.6,90000,2014,18,1,90000
The Wolf Among Us,PS3,Adventure,Telltale Games,13,8.0,1181,8.7,90000,2014,83,4,440000
Back to the Future: The Game,PS3,Adventure,Telltale Games,7,6.6,14,4.8,90000,2011,83,6,360000
Obscure: The Aftermath,PSP,Adventure,Playlogic Game Factory,25,6.6,34,7.7,90000,2009,205,2,210000
The Wolf Among Us,XOne,Adventure,Telltale Games,13,8.0,1181,8.7,90000,2014,83,4,440000
Agatha Christie: Evil Under the Sun,Wii,Adventure,The Adventure Company,18,6.6,7,8.7,90000,2008,219,2,90000
The Suffering: Ties That Bind,XB,Action,Midway Games,37,7.5,36,8.1,90000,2005,20,2,260000
Cloudy With a Chance of Meatballs,X360,Adventure,Ubisoft,12,6.2,12,6.8,90000,2009,4,4,490000
LEGO Batman: The Videogame,PC,Adventure,Warner Bros. Interactive,49,7.6,275,8.1,90000,2008,22,7,13550000
Spider-Man: Edge of Time,Wii,Action,Activision,50,5.7,64,7.1,90000,2011,1,5,830000
Forgotten Realms: Demon Stone,XB,Action,Atari,40,7.1,17,7.8,90000,2004,16,3,290000
God Eater Resurrection,PS4,Action,Namco Bandai Games,18,7.0,91,6.9,90000,2016,29,2,290000
Project Eden,PS2,Action,Eidos Interactive,20,7.1,5,8.8,90000,2001,21,2,90000
Crimson Sea,XB,Action,KOEI,19,7.8,5,7.8,90000,2002,42,1,90000
Legend of the Guardians: The Owls of Ga'Hoole,PS3,Action,Warner Bros. Interactive,13,6.0,7,7.7,90000,2010,22,4,390000
Astro Boy: Omega Factor,GBA,Action,Sega,37,8.5,37,8.7,90000,2004,9,1,90000
Tornado Outbreak,PS3,Action,Konami,15,6.9,4,7.5,90000,2009,8,3,270000
Samurai Warriors 2: Xtreme Legends,PS2,Action,KOEI,11,5.0,8,9.0,90000,2008,42,1,90000
Monster House,GBA,Adventure,THQ,27,5.9,10,6.2,90000,2006,5,4,530000
Disney's Aladdin in Nasira's Revenge,PS,Action,Sony Computer Entertainment,11,6.1,22,7.0,90000,2001,6,1,90000
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,XB,Adventure,Buena Vista,34,6.5,23,7.6,90000,2005,61,2,430000
Nights of Azure,PS4,Action,Tecmo Koei,40,6.7,106,7.3,90000,2016,40,1,90000
Ninja Gaiden Black,XB,Action,Tecmo,32,9.4,228,8.7,90000,2005,71,1,90000
Beowulf: The Game,PSP,Action,Ubisoft,23,5.1,20,3.7,90000,2007,4,3,650000
Teenage Mutant Ninja Turtles: Mutants in Manhattan,X360,Action,Activision,49,4.4,192,5.5,90000,2016,1,4,380000
Toy Soldiers: War Chest,PS4,Action,Ubisoft,19,6.2,67,7.1,90000,2015,4,2,170000
Bladestorm: The Hundred Years' War,X360,Action,KOEI,26,6.3,12,5.8,90000,2007,42,2,370000
Altered Beast: Guardian of the Realms,GBA,Action,THQ,13,6.3,6,8.3,90000,2002,5,1,90000
Green Lantern: Rise of the Manhunters,Wii,Action,Warner Bros. Interactive,17,5.9,35,6.8,90000,2011,22,5,630000
Captain America: Super Soldier,3DS,Action,Sega,48,6.0,51,6.5,90000,2011,9,5,560000
Destroy All Humans! Path of the Furon,PS3,Action,Unknown,27,3.4,34,6.1,90000,2020,69,2,220000
Astro Boy,PS2,Action,Sega,29,5.4,14,8.3,90000,2004,9,1,90000
Killer7,PS2,Action,Capcom,57,7.4,86,8.6,90000,2005,11,2,240000
50 Cent: Bulletproof,PSP,Action,Vivendi Games,25,5.2,12,4.1,90000,2006,54,3,2300000
Castlevania: Lords of Shadow 2,X360,Action-Adventure,Konami Digital Entertainment,55,6.3,639,7.7,90000,2014,33,2,290000
Invizimals: The Alliance,PSV,Action-Adventure,Sony Computer Entertainment,16,6.9,20,7.3,90000,2014,6,1,90000
We Happy Few,XOne,Action-Adventure,Gearbox Software,66,6.2,268,5.9,90000,2018,105,2,230000
Harvey Birdman: Attorney at Law,Wii,Adventure,Capcom,28,6.0,6,6.3,80000,2008,11,3,310000
The Spiderwick Chronicles,DS,Adventure,Sierra Entertainment,40,5.9,4,6.3,80000,2008,56,4,390000
The Sexy Brutale,PS4,Adventure,Badland Games,29,8.3,95,7.9,80000,2017,449,1,80000
ARK: Survival Evolved,NS,Action-Adventure,Studio Wildcard,20,7.0,833,6.5,80000,2018,457,1,80000
Darksiders II: Deathinitive Edition,XOne,Action-Adventure,Nordic Games,28,7.2,307,7.4,80000,2015,104,2,320000
Superman: Shadow of Apokolips,GC,Action,Atari,22,6.4,4,4.5,80000,2003,16,2,500000
Tom Clancy's Splinter Cell: Pandora Tomorrow,GC,Action,Ubisoft,74,9.3,128,8.2,80000,2004,4,5,2870000
Knights Contract,X360,Action,Namco Bandai,41,4.9,23,6.0,80000,2011,27,2,160000
Dynasty Warriors 9,XOne,Action,Tecmo Koei,52,6.5,188,4.4,80000,2018,40,2,450000
Samurai Warriors Chronicles 3,3DS,Action,Tecmo Koei,13,6.3,14,6.2,80000,2015,40,2,150000
Bladestorm: Nightmare,XOne,Action,Tecmo Koei,33,5.8,29,5.9,80000,2015,40,3,330000
Metal Gear Survive,XOne,Action,Konami Digital Entertainment,73,6.0,1108,1.5,80000,2018,33,2,310000
Dynasty Warriors 3,XB,Action,KOEI,17,7.8,58,7.9,80000,2002,42,1,80000
Resident Evil 3: Nemesis,GC,Action,Capcom,19,9.1,580,9.2,80000,2003,11,2,80000
Looney Tunes: Acme Arsenal,X360,Action,Warner Bros. Interactive,15,4.0,6,8.5,80000,2007,22,3,690000
Batman: Dark Tomorrow,GC,Action,Kemco,14,2.9,18,3.2,80000,2003,138,2,190000
Tomb Raider: Legend,GC,Action,Eidos Interactive,54,8.0,150,7.9,80000,2006,21,7,1650000
Seven Samurai 20XX,PS2,Action,Sammy Corporation,31,5.2,5,7.0,80000,2004,152,1,80000
Akiba's Beat,PS4,Action,Xseed Games,33,5.5,41,6.8,80000,2017,59,2,110000
The Legend of Kage 2,DS,Action,Taito,21,7.0,7,7.0,80000,2008,166,1,80000
Samurai Western,PS2,Action,Atlus,34,5.8,11,7.2,80000,2005,32,1,80000
Evil Dead: Regeneration,XB,Action,THQ,34,6.6,12,6.8,80000,2005,5,2,290000
Toy Soldiers: War Chest,XOne,Action,Ubisoft,19,6.2,67,7.1,80000,2015,4,2,170000
Fatal Frame III: The Tormented,PS2,Action,Tecmo,46,7.8,102,8.8,80000,2005,71,1,80000
Legend of Kay Anniversary,PS4,Action,Nordic Games,22,6.2,22,6.0,80000,2015,104,5,240000
Harry Potter and the Sorcerer's Stone,GC,Action,Electronic Arts,14,5.6,70,6.5,80000,2003,2,6,3910000
C.O.P.: The Recruit,DS,Action,Ubisoft,38,5.5,4,3.3,80000,2009,4,1,80000
Dead Rising,PS4,Action,Capcom,82,8.5,358,7.4,80000,2016,11,2,120000
Disney's Meet the Robinsons,X360,Action,Disney Interactive Studios,21,6.5,9,7.1,80000,2007,15,4,330000
Knights Contract,PS3,Action,Namco Bandai,41,4.9,23,6.0,80000,2011,27,2,160000
Tomb Raider: Underworld,PC,Adventure,Eidos Interactive,57,7.6,129,7.5,80000,2008,21,6,3230000
Lost in Blue: Shipwrecked,Wii,Adventure,Konami,11,5.4,4,6.5,80000,2008,8,1,80000
Cloudy With a Chance of Meatballs,PSP,Adventure,Ubisoft,12,6.2,12,6.8,80000,2009,4,4,490000
Gray Matter,PC,Adventure,Viva Media,27,7.2,108,7.7,80000,2011,330,2,120000
Hammerin' Hero,PSP,Action,Atlus,19,7.3,19,7.8,80000,2009,32,1,80000
Samurai Warriors 2,X360,Action,KOEI,30,5.2,19,8.6,80000,2006,42,3,720000
Urban Reign,PS2,Action,Namco,44,6.0,69,8.6,80000,2005,19,1,80000
Hello Kitty: Roller Rescue,GC,Action,Namco,14,6.4,13,8.0,80000,2005,19,2,110000
Tornado Outbreak,X360,Action,Konami,15,6.9,4,7.5,80000,2009,8,3,270000
Sherlock Holmes: Crimes & Punishments,XOne,Adventure,Focus Home Interactive,36,7.3,295,7.3,80000,2014,70,4,490000
The First Templar,PC,Adventure,Kalypso,21,5.2,34,6.3,80000,2011,160,2,180000
Root Letter,PSV,Adventure,PQube,16,6.8,26,6.9,80000,2016,186,1,80000
Attack on Titan,PS3,Action,Tecmo Koei,58,7.4,147,7.0,70000,2017,40,4,870000
Superman Returns,DS,Action,Electronic Arts,48,5.1,25,4.2,70000,2006,2,2,330000
Samurai Warriors: Spirit of Sanada,PS4,Action,Tecmo Koei,31,7.4,24,7.2,70000,2017,40,1,70000
Warriors Orochi 3,PSV,Action,Tecmo Koei,18,6.4,36,7.6,70000,2014,40,7,1160000
Far Cry 5,PC,Action,Ubisoft,90,8.1,2975,6.9,70000,2018,4,3,5800000
Disaster: Day of Crisis,Wii,Action,Nintendo,21,6.9,4,9.3,70000,2008,10,1,70000
Escape Dead Island,X360,Action,Deep Silver,25,4.0,61,3.4,70000,2014,43,2,170000
Harry Potter and the Sorcerer's Stone,XB,Action,Electronic Arts,14,5.6,70,6.5,70000,2003,2,6,3910000
Haunting Ground,PS2,Action,Capcom,33,6.7,121,8.7,70000,2005,11,1,70000
Tom Clancy's Splinter Cell: Chaos Theory,DS,Action,Ubisoft,70,9.4,301,8.6,70000,2005,4,5,2230000
Song of the Deep,PC,Action,Insomniac Games,41,6.9,53,7.5,70000,2016,288,3,350000
Adventure Time: Finn & Jake Investigations,WiiU,Action,Little Orbit,9,6.6,18,5.9,70000,2015,140,6,630000
Styx: Shards of Darkness,PS4,Action,Focus Home Interactive,39,7.2,139,7.8,70000,2017,70,2,130000
Dead Rising 2,PS4,Action,Capcom,76,7.9,301,7.1,70000,2016,11,4,2970000
Samurai Warriors Chronicles 3,PSV,Action,Tecmo Koei,13,6.3,14,6.2,70000,2015,40,2,150000
Silent Hill: Origins,PS2,Action,Konami,40,7.8,254,7.3,70000,2008,8,2,590000
Pitfall: The Lost Expedition,GBA,Action,Activision,35,7.3,8,7.8,70000,2004,1,2,140000
Jumper: Griffin's Story,PS2,Action,Brash Entertainment,16,2.9,15,2.5,70000,2008,168,3,220000
Shenmue I & II,XOne,Action-Adventure,Sega,36,7.5,282,8.5,70000,2018,9,2,340000
Bad Apple Wars,PSV,Action,Aksys Games,7,7.8,8,7.5,70000,2017,64,1,70000
Spartan: Total Warrior,GC,Action,Sega,36,7.3,21,8.3,70000,2005,9,3,420000
Pitfall: The Lost Expedition,XB,Action,Activision,35,7.3,8,7.8,70000,2004,1,2,140000
Teenage Mutant Ninja Turtles: Mutants in Manhattan,XOne,Action,Activision,49,4.4,192,5.5,70000,2016,1,4,380000
Legend of Kay Anniversary,WiiU,Action,Nordic Games,22,6.2,22,6.0,70000,2015,104,5,240000
Has-Been Heroes,PS4,Action,GameTrust,20,5.3,133,7.2,70000,2017,279,4,270000
Army Men: Green Rogue,PS,Action,3DO,13,3.9,4,5.3,70000,2001,68,1,70000
Accel World vs. Sword Art Online: Millennium Twilight,PSV,Action,Namco Bandai Games,27,6.4,21,6.0,70000,2017,29,2,170000
Prince of Persia: The Fallen King,DS,Action,Ubisoft,24,6.4,9,5.2,70000,2008,4,1,70000
Frogger Advance: The Great Quest,GBA,Action,Konami,9,5.5,4,5.8,70000,2002,8,1,70000
Crimson Sea 2,PS2,Action,KOEI,27,7.5,8,7.0,70000,2004,42,1,70000
Samurai Warriors,XB,Action,KOEI,37,7.3,20,7.9,70000,2004,42,1,70000
Terraria,PS4,Action,505 Games,39,8.1,718,8.3,70000,2014,41,6,820000
Dynasty Warriors DS: Fighter's Battle,DS,Action,KOEI,17,5.6,5,6.0,70000,2007,42,1,70000
Batman: Rise of Sin Tzu,GBA,Action,Ubisoft,21,6.3,15,6.8,70000,2003,4,4,590000
X-Men: The Official Game,GBA,Action,Activision,57,5.2,12,6.7,70000,2006,1,6,1010000
Legend of Kay Anniversary,PS4,Action,Nordic Games,22,6.2,22,6.0,70000,2015,104,5,240000
Alex Rider: Stormbreaker,DS,Action,THQ,11,4.8,7,4.9,70000,2006,5,1,70000
Spawn: Armageddon,GC,Action,Namco,33,5.6,13,6.8,70000,2003,19,3,680000
"Flower, Sun, and Rain",DS,Adventure,Marvelous Interactive,37,5.4,42,8.9,70000,2009,151,1,70000
Lost in Blue 2,DS,Adventure,Konami,29,5.8,6,7.7,70000,2007,8,1,70000
Obscure,PS2,Adventure,DreamCatcher Interactive,29,6.6,22,8.1,70000,2005,120,3,110000
Sherlock Holmes: Crimes & Punishments,PS3,Adventure,Focus Home Interactive,36,7.3,295,7.3,70000,2014,70,4,490000
Broken Sword 5: The Serpent's Curse,PS4,Adventure,Unbalance,39,6.9,179,8.0,70000,2019,461,2,90000
Steins;Gate 0,PS4,Adventure,PQube,20,8.1,114,8.5,70000,2016,186,3,250000
Galerians: Ash,PS2,Adventure,Sammy Corporation,22,5.0,11,7.7,70000,2003,152,1,70000
The Book of Unwritten Tales 2,PS4,Adventure,Nordic Games,39,8.0,92,7.7,70000,2015,104,3,90000
Second Sight,XB,Adventure,Codemasters,48,7.6,31,7.6,70000,2004,30,4,260000
Tomb Raider: Legend,DS,Adventure,Eidos Interactive,54,8.0,150,7.9,70000,2006,21,7,1650000
Subnautica,XOne,Adventure,Gearbox Software,42,8.7,1815,8.6,70000,2018,105,2,190000
Agatha Christie: And Then There Were None,Wii,Adventure,The Adventure Company,28,6.8,15,7.3,70000,2008,219,2,70000
Still Life,XB,Adventure,The Adventure Company,29,7.0,9,7.2,70000,2005,219,2,70000
Beyond Good & Evil,GC,Adventure,Ubisoft,45,8.6,184,8.8,70000,2003,4,4,500000
McFarlane's Evil Prophecy,PS2,Action,Konami,28,3.4,6,3.7,70000,2004,8,1,70000
Legend of the Guardians: The Owls of Ga'Hoole,X360,Action,Warner Bros. Interactive,13,6.0,7,7.7,70000,2010,22,4,390000
Resident Evil 5,PS4,Action,Capcom,91,8.3,895,7.3,70000,2016,11,4,8740000
ICO,PS3,Adventure,Sony Computer Entertainment,59,9.0,536,8.6,60000,2011,6,2,530000
Outcast: Second Contact,PS4,Adventure,Maximum Games,17,6.1,40,6.1,60000,2017,141,1,60000
Myst III: Exile,XB,Adventure,Ubisoft,22,8.3,56,8.1,60000,2002,4,3,340000
Game of Thrones: A Telltale Games Series,PS4,Adventure,Telltale Games,21,6.4,450,6.5,60000,2015,83,4,180000
Samurai Jack: The Shadow of Aku,PS2,Action,Sega,21,5.9,8,7.5,60000,2004,9,2,80000
Tom Clancy's Splinter Cell: Double Agent,GC,Action,Ubisoft,59,8.5,146,7.7,60000,2006,4,5,1230000
Samurai Warriors 4-II,PSV,Action,Tecmo Koei,26,7.3,42,7.1,60000,2015,40,3,310000
Mercury Meltdown,PSP,Action,Ignition Entertainment,36,7.8,7,7.6,60000,2006,102,1,60000
Styx: Shards of Darkness,XOne,Action,Focus Home Interactive,39,7.2,139,7.8,60000,2017,70,2,130000
Warriors: Legends of Troy,X360,Action,Tecmo Koei,22,4.4,29,7.1,60000,2011,40,2,250000
Tom Clancy's Splinter Cell: Pandora Tomorrow,GBA,Action,Ubisoft,74,9.3,128,8.2,60000,2004,4,5,2870000
Mystic Heroes,PS2,Action,KOEI,13,6.7,9,5.7,60000,2002,42,2,150000
Sine Mora EX,PS4,Action,THQ Nordic,18,8.1,26,7.0,60000,2017,125,3,140000
The Lord of the Rings: Aragorn's Quest,PS2,Action,Warner Bros. Interactive,21,5.8,18,7.6,60000,2010,22,5,710000
Harry Potter and the Sorcerer's Stone,PC,Action,Electronic Arts,14,5.6,70,6.5,60000,2001,2,6,3910000
Tiny Barbarian DX,NS,Action,Nicalis,12,7.7,21,7.7,60000,2017,222,1,60000
Arslan: The Warriors of Legend,PS3,Action,Tecmo Koei,43,6.9,34,6.4,60000,2016,40,3,260000
The Saboteur,PC,Action,Electronic Arts,69,7.3,135,7.8,60000,2009,2,3,1050000
Okami HD,XOne,Action,Capcom,44,9.0,451,8.9,60000,2017,11,4,600000
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,Action,Konami,20,5.3,17,7.4,60000,2005,8,4,420000
Jumper: Griffin's Story,X360,Action,Brash Entertainment,16,2.9,15,2.5,60000,2008,168,3,220000
Trapt,PS2,Action,Tecmo,36,6.0,15,7.5,60000,2005,71,1,60000
Azure Striker Gunvolt: Striker Pack,NS,Action,Nighthawk Interactive,9,8.2,50,8.0,60000,2017,227,2,90000
Fatal Frame,XB,Action,Tecmo,22,7.4,118,8.3,60000,2002,71,2,200000
X-Men: Destiny,DS,Action,Activision,51,4.7,78,4.9,60000,2011,1,4,640000
Nights of Azure 2: Bride of the New Moon,NS,Action,Tecmo Koei,32,6.6,49,7.2,60000,2017,40,1,60000
Cold Fear,XB,Action,Ubisoft,41,7.1,20,8.8,60000,2005,4,3,170000
Kabuki Warriors,XB,Action,Crave Entertainment,15,3.2,4,4.5,60000,2001,36,1,60000
Fist of the North Star: Ken's Rage 2,X360,Action,Tecmo Koei,19,4.9,24,7.3,60000,2013,40,3,380000
Batman: Rise of Sin Tzu,GC,Action,Ubisoft,21,6.3,15,6.8,60000,2003,4,4,590000
Fate/Extella Link,PSV,Action,Marvelous,18,7.5,59,6.9,60000,2018,306,2,180000
Legend of Kay,DS,Action,DreamCatcher Interactive,30,7.2,18,7.2,60000,2010,120,2,110000
NanoBreaker,PS2,Action,Konami,38,5.1,13,7.4,60000,2005,8,1,60000
Escape from Bug Island,Wii,Action,Eidos Interactive,13,3.7,7,5.6,60000,2007,21,1,60000
Adventure Time: Finn & Jake Investigations,XOne,Action,Little Orbit,9,6.6,18,5.9,60000,2015,140,6,630000
Assassin's Creed Odyssey,PC,Action-Adventure,Ubisoft,95,8.3,4706,6.8,60000,2018,4,3,4630000
Conan Exiles,XOne,Action-Adventure,Maximum Games,33,6.8,258,5.5,60000,2018,141,2,270000
Broken Sword: The Shadow of the Templars,GBA,Adventure,BAM! Entertainment,17,8.0,29,8.0,60000,2002,78,1,60000
Sherlock Holmes: The Devil's Daughter,PS4,Adventure,Bigben Interactive,28,7.1,229,6.8,60000,2016,200,2,120000
Utawarerumono: Mask of Deception,PS3,Adventure,Aqua Plus,22,6.8,62,8.0,60000,2015,282,3,300000
Pirates: The Legend of Black Kat,XB,Adventure,Electronic Arts,24,7.2,10,7.8,60000,2002,2,2,200000
Call of Cthulhu: Dark Corners of the Earth,XB,Adventure,2K Games,51,7.7,27,7.6,60000,2005,24,2,60000
Secret Files: Tunguska,Wii,Adventure,Deep Silver,26,6.6,53,7.2,60000,2010,43,3,150000
Alone in the Dark,PS2,Adventure,Atari,77,6.3,320,7.4,60000,2008,16,2,550000
Arslan: The Warriors of Legend,XOne,Action,Tecmo Koei,43,6.9,34,6.4,60000,2016,40,3,260000
Warriors Orochi 2,X360,Action,KOEI,28,4.4,14,8.0,60000,2008,42,5,870000
Resident Evil 2,GC,Action,Capcom,94,9.1,6144,8.9,60000,2003,11,1,60000
Sherlock Holmes: The Devil's Daughter,XOne,Adventure,Bigben Interactive,28,7.1,229,6.8,60000,2016,200,2,120000
Top Gun: Hard Lock,X360,Action,505 Games,8,5.4,16,3.5,60000,2012,41,2,90000
Yomawari: Midnight Shadows,PS4,Action,NIS America,23,7.7,31,7.2,60000,2017,50,2,90000
Scurge: Hive,DS,Action,SouthPeak Interactive,29,7.0,7,8.0,60000,2006,74,1,60000
Collar x Malice,PSV,Action,Aksys Games,7,7.4,17,7.8,50000,2017,64,1,50000
Fantastic Four: Rise of the Silver Surfer,Wii,Action,2K Games,30,4.5,13,6.3,50000,2007,24,5,740000
Devil's Third,WiiU,Action,Nintendo,55,4.3,321,6.6,50000,2015,10,1,50000
Warriors All-Stars,PSV,Action,Tecmo Koei,38,7.0,33,6.4,50000,2017,40,2,150000
Tom Clancy's HAWX 2,PC,Action,Ubisoft,57,6.8,34,6.5,50000,2010,4,4,920000
Tenchu: Dark Secret,DS,Action,Nintendo,10,3.7,4,6.0,50000,2006,10,1,50000
Code Lyoko,DS,Action,Game Factory,11,6.3,10,7.5,50000,2007,107,1,50000
Has-Been Heroes,XOne,Action,GameTrust,20,5.3,133,7.2,50000,2017,279,4,270000
The Escapists 2,NS,Action,Sold Out,30,7.5,69,7.0,50000,2018,172,3,440000
Double Dragon Advance,GBA,Action,Atlus,21,7.5,12,7.4,50000,2003,32,1,50000
Apex Construct,PS4,Action,Perp Games,21,7.2,31,6.1,50000,2018,441,1,50000
Rogue Ops,GC,Action,Kemco,26,6.1,6,8.2,50000,2003,138,3,410000
Captain America: Super Soldier,DS,Action,Sega,48,6.0,51,6.5,50000,2011,9,5,560000
Touhou Genso Wanderer,PS4,Action,NIS America,18,7.0,15,6.0,50000,2017,50,1,50000
Otogi 2: Immortal Warriors,XB,Action,Sega,43,7.9,13,7.4,50000,2004,9,1,50000
ARK Park,PS4,Adventure,Snail Games USA,11,4.6,25,4.6,50000,2018,509,1,50000
Dynasty Warriors 5,XB,Action,KOEI,29,6.9,39,7.7,50000,2005,42,1,50000
Legend of Kay,PS2,Action,Capcom,30,7.2,18,7.2,50000,2005,11,2,110000
Samurai Champloo: Sidetracked,PS2,Action,Namco Bandai,26,6.6,9,6.9,50000,2006,27,1,50000
Marc Ecko's Getting Up: Contents Under Pressure,PS2,Action,Atari,45,7.1,13,7.8,50000,2006,16,2,50000
Blood Omen 2,GC,Action,Eidos Interactive,22,7.6,21,7.6,50000,2002,21,3,630000
Don't Starve,PS4,Adventure,Klei Entertainment,36,7.8,456,7.1,50000,2018,518,1,50000
Life is Strange,PC,Adventure,Square Enix,24,8.5,2889,8.6,50000,2016,18,3,540000
Coraline,Wii,Adventure,D3 Publisher,7,4.2,14,6.1,50000,2009,34,3,200000
PokePark 2: Wonders Beyond,Wii,Adventure,Nintendo,18,6.0,73,7.7,50000,2012,10,1,50000
Lux-Pain,DS,Adventure,Ignition Entertainment,33,4.8,5,6.6,50000,2009,102,1,50000
Sherlock Holmes: Crimes & Punishments,X360,Adventure,Focus Home Interactive,36,7.3,295,7.3,50000,2014,70,4,490000
Second Sight,GC,Adventure,Codemasters,48,7.6,31,7.6,50000,2004,30,4,260000
Brothers: A Tale of Two Sons,XOne,Adventure,505 Games,56,8.6,477,8.4,50000,2015,41,2,200000
Back to the Future: The Game,Wii,Adventure,Telltale Games,7,6.6,14,4.8,50000,2011,83,6,360000
Marvel's Guardians of the Galaxy: The Telltale Series,XOne,Adventure,Warner Bros. Interactive Entertainment,7,7.8,112,7.3,50000,2017,14,2,170000
